SCHOOL_DISTANCE,NEEDS_SCHOOL_BUS,CENSUS_REGION,HHFAMINC,HH_RACE,HH_HISP,MSASIZE,URBRUR
3.367,0,South Atlantic,"$100,000 to $124,999",White,No,"In an MSA of 500,000 - 999,999",Urban
3.51,0,Pacific,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Rural
3.51,0,Pacific,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Rural
2.625,0,West South Central,"$125,000 to $149,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
10.734,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Middle Atlantic,"$150,000 to $199,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,Middle Atlantic,"$150,000 to $199,999",White,No,"In an MSA of Less than 250,000",Urban
3.015,0,Pacific,"$50,000 to $74,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Pacific,"$50,000 to $74,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.392,0,Mountain,"Less than $10,000",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Pacific,"$200,000 or more",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Pacific,"$200,000 or more",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
13.965,1,Mountain,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,1,Middle Atlantic,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Rural
14.085,1,East North Central,"$75,000 to $99,999",White,No,"In an MSA of 250,000 - 499,999",Rural
2.625,0,Pacific,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,Pacific,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,Pacific,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
1.108,0,East North Central,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
0.894,0,South Atlantic,"$100,000 to $124,999",Asian,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.684,1,South Atlantic,"$100,000 to $124,999",Asian,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
3.286,0,Mountain,"$35,000 to $49,999",White,Yes,Not in MSA or CMSA,Urban
0.542,1,Pacific,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,Pacific,"$150,000 to $199,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,East North Central,"$150,000 to $199,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,1,East North Central,"$150,000 to $199,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,0,West South Central,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$75,000 to $99,999",Asian,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
9.187,0,West South Central,"$75,000 to $99,999",White,No,"In an MSA of Less than 250,000",Urban
2.42,0,Mountain,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.335,1,Mountain,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"$100,000 to $124,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,South Atlantic,"$100,000 to $124,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
7.113,0,South Atlantic,"$35,000 to $49,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
14.737,0,West South Central,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Rural
14.737,0,West South Central,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Rural
2.625,0,West South Central,"$75,000 to $99,999",White,No,"In an MSA of 250,000 - 499,999",Rural
8.415,1,New England,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
8.531,1,New England,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
9.814,1,New England,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,Middle Atlantic,"$100,000 to $124,999",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
31.825,1,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of 500,000 - 999,999",Urban
7.221999999999999,1,South Atlantic,"$25,000 to $34,999",White,Yes,Not in MSA or CMSA,Rural
0.877,1,East North Central,"Less than $10,000",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.182,1,East North Central,"Less than $10,000",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
8.369,0,East North Central,"Less than $10,000",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.11,0,Pacific,"$25,000 to $34,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.011,1,West South Central,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
0.742,0,West South Central,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
8.928,1,West South Central,"$15,000 to $24,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
11.007,0,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Rural
2.625,0,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Rural
2.625,0,South Atlantic,"$200,000 or more",White,No,Not in MSA or CMSA,Urban
2.625,0,South Atlantic,"$200,000 or more",White,No,Not in MSA or CMSA,Urban
2.625,1,West South Central,"$15,000 to $24,999",White,No,In an MSA or CMSA of 3 million or more,Rural
0.644,0,Pacific,"$15,000 to $24,999",American Indian or Alaska Native,No,Not in MSA or CMSA,Urban
0.644,0,Pacific,"$15,000 to $24,999",American Indian or Alaska Native,No,Not in MSA or CMSA,Urban
0.644,0,Pacific,"$15,000 to $24,999",American Indian or Alaska Native,No,Not in MSA or CMSA,Urban
1.451,0,Pacific,"$15,000 to $24,999",American Indian or Alaska Native,No,Not in MSA or CMSA,Urban
1.352,0,Pacific,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
6.414,1,South Atlantic,"$25,000 to $34,999",Black or African American,No,Not in MSA or CMSA,Urban
2.625,1,Middle Atlantic,"$150,000 to $199,999",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
8.397,0,West North Central,"$200,000 or more",White,No,"In an MSA of Less than 250,000",Rural
6.769,0,West North Central,"$200,000 or more",White,No,"In an MSA of Less than 250,000",Rural
6.76,0,West North Central,"$200,000 or more",White,No,"In an MSA of Less than 250,000",Rural
2.625,0,West South Central,"$25,000 to $34,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$25,000 to $34,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,Middle Atlantic,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,West North Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Rural
2.625,1,South Atlantic,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Rural
3.26,0,East South Central,"$100,000 to $124,999",Black or African American,No,"In an MSA of Less than 250,000",Urban
14.986,1,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,Middle Atlantic,No data,White,No,Not in MSA or CMSA,Rural
2.625,0,West South Central,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$125,000 to $149,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,Mountain,"$75,000 to $99,999",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.539,1,South Atlantic,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,East North Central,"$35,000 to $49,999",White,No,"In an MSA of 250,000 - 499,999",Rural
5.004,1,Pacific,"$75,000 to $99,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
4.369,0,Pacific,"$75,000 to $99,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Urban
0.68,0,West South Central,"Less than $10,000",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"Less than $10,000",White,Yes,In an MSA or CMSA of 3 million or more,Rural
5.184,0,West South Central,"Less than $10,000",White,Yes,In an MSA or CMSA of 3 million or more,Rural
4.543,1,West South Central,"$125,000 to $149,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
0.645,0,West South Central,"$125,000 to $149,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
0.854,0,South Atlantic,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
2.625,0,South Atlantic,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
2.712,1,Pacific,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Urban
2.802,1,Pacific,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Urban
0.577,0,West South Central,"$75,000 to $99,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
0.999,1,Middle Atlantic,"$25,000 to $34,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.505,0,Mountain,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Urban
2.625,0,Pacific,"$150,000 to $199,999",White,Yes,"In an MSA of 250,000 - 499,999",Urban
2.625,0,Pacific,"$150,000 to $199,999",White,Yes,"In an MSA of 250,000 - 499,999",Urban
2.625,0,East North Central,"$35,000 to $49,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,South Atlantic,"$75,000 to $99,999",White,No,"In an MSA of 250,000 - 499,999",Rural
2.625,0,Pacific,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
2.625,0,West South Central,"$35,000 to $49,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.642,1,West South Central,"$35,000 to $49,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,0,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,1,South Atlantic,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,South Atlantic,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,Pacific,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
2.625,0,Pacific,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
3.743,1,South Atlantic,"$125,000 to $149,999",White,No,Not in MSA or CMSA,Rural
0.502,0,West South Central,"$150,000 to $199,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,0,East North Central,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
3.0,0,Pacific,"$75,000 to $99,999",Other,No,"In an MSA of 500,000 - 999,999",Urban
4.729,1,East North Central,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,East North Central,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.564,1,East North Central,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.503,0,West North Central,"$75,000 to $99,999",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,West South Central,"$100,000 to $124,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
2.625,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
0.373,0,Pacific,"$25,000 to $34,999",White,Yes,"In an MSA of 250,000 - 499,999",Urban
2.625,1,South Atlantic,"$50,000 to $74,999",Black or African American,No,"In an MSA of Less than 250,000",Urban
2.625,0,West South Central,"$35,000 to $49,999",White,No,In an MSA or CMSA of 3 million or more,Rural
2.625,0,West South Central,"$35,000 to $49,999",Black or African American,No,Not in MSA or CMSA,Urban
13.842,0,West South Central,"$50,000 to $74,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.106,0,West South Central,"$35,000 to $49,999",White,No,In an MSA or CMSA of 3 million or more,Rural
0.128,0,Pacific,"$75,000 to $99,999",White,No,Not in MSA or CMSA,Urban
2.625,0,Middle Atlantic,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,Middle Atlantic,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$75,000 to $99,999",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
2.625,0,West South Central,"$75,000 to $99,999",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
2.625,0,Middle Atlantic,"$75,000 to $99,999",Other,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Middle Atlantic,"$75,000 to $99,999",Other,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$50,000 to $74,999",Asian,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.427,0,Pacific,"$50,000 to $74,999",Asian,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.328,0,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.199,0,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
3.498,1,New England,"$125,000 to $149,999",White,No,"In an MSA of 500,000 - 999,999",Urban
4.294,1,New England,"$125,000 to $149,999",White,No,"In an MSA of 500,000 - 999,999",Urban
8.505,0,South Atlantic,"$200,000 or more",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,West South Central,"$10,000 to $14,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,South Atlantic,No data,Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
2.329,1,South Atlantic,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
3.762,0,Pacific,"$150,000 to $199,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,East North Central,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,East North Central,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
4.228,1,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of 250,000 - 499,999",Rural
2.625,0,Mountain,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Pacific,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Urban
2.625,1,Pacific,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Urban
1.105,1,West South Central,"$10,000 to $14,999",White,Yes,"In an MSA of 500,000 - 999,999",Urban
0.97,1,West South Central,"$10,000 to $14,999",White,Yes,"In an MSA of 500,000 - 999,999",Urban
0.97,1,West South Central,"$10,000 to $14,999",White,Yes,"In an MSA of 500,000 - 999,999",Urban
1.137,0,West North Central,"Less than $10,000",Black or African American,No,"In an MSA of 250,000 - 499,999",Urban
1.609,1,West North Central,"Less than $10,000",Black or African American,No,"In an MSA of 250,000 - 499,999",Urban
3.138,1,East North Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
3.138,1,East North Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
5.246,1,East North Central,"$125,000 to $149,999",White,No,"In an MSA of 500,000 - 999,999",Urban
4.317,1,Mountain,"$75,000 to $99,999",White,Yes,"In an MSA of Less than 250,000",Rural
2.625,1,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Rural
2.625,1,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Rural
2.625,0,Middle Atlantic,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Urban
2.625,0,Middle Atlantic,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Urban
2.625,0,Pacific,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Urban
2.625,0,Pacific,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Urban
2.625,0,Pacific,"$200,000 or more",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,Pacific,"$200,000 or more",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,1,West North Central,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Urban
2.098,0,West South Central,"$10,000 to $14,999",White,Yes,"In an MSA of 250,000 - 499,999",Urban
5.387,1,West South Central,"$10,000 to $14,999",White,Yes,"In an MSA of 250,000 - 499,999",Urban
2.625,1,East North Central,"$35,000 to $49,999",White,No,Not in MSA or CMSA,Rural
2.625,1,East North Central,"$35,000 to $49,999",White,No,Not in MSA or CMSA,Rural
2.625,1,East North Central,"$35,000 to $49,999",White,No,Not in MSA or CMSA,Rural
8.806,0,West South Central,"$75,000 to $99,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,South Atlantic,No data,White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,Middle Atlantic,"$35,000 to $49,999",White,No,Not in MSA or CMSA,Rural
2.625,1,Middle Atlantic,"$35,000 to $49,999",White,No,Not in MSA or CMSA,Rural
6.275,0,South Atlantic,No data,White,No,"In an MSA of 500,000 - 999,999",Rural
2.359,0,Middle Atlantic,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,West South Central,"Less than $10,000",Asian,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,West South Central,"Less than $10,000",Asian,No,In an MSA or CMSA of 3 million or more,Urban
0.92,0,Pacific,"$125,000 to $149,999",No data,No,In an MSA or CMSA of 3 million or more,Urban
1.192,0,Pacific,"$125,000 to $149,999",No data,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,East North Central,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Rural
4.387,0,South Atlantic,"$200,000 or more",White,No,"In an MSA of Less than 250,000",Rural
4.387,0,South Atlantic,"$200,000 or more",White,No,"In an MSA of Less than 250,000",Rural
3.194,1,South Atlantic,"$75,000 to $99,999",Black or African American,No,"In an MSA of Less than 250,000",Rural
5.139,1,South Atlantic,"$75,000 to $99,999",Black or African American,No,"In an MSA of Less than 250,000",Rural
2.625,0,East North Central,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
